CHECK SHEET NO,생산일자,공장,공정코드,신규분류요약,함수율,품목코드,품명,양품수량,불량수량,샘플수량,생산수량,샘플창고수량,샘플제외 양품수량,멸균번호,기계코드,상태,SIZE
C20260108-367,2026-01-10,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,55,P0597A-02.75MRI,PIA D_Maria Ring_55%_14.5 UV,"3,210",10,0,"3,220",0,"3,210",OG93,누수/규격검사(2공장),확인,14.5
C20260111-260,2026-01-15,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,P0598A-03.50MER,PIA D_Mermaid Ring_55%_14.5 UV,"1,435",1,0,"1,436",0,"1,435",,워터배스2-8호기,확인,14.5
C20260111-260,2026-01-15,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,55,P0598A-03.50MER,PIA D_Mermaid Ring_55%_14.5 UV,"1,370",60,5,"1,435",0,"1,370",OG94,검사46호기,확인,14.5
C20260111-260,2026-01-15,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,55,P0598A-03.50MER,PIA D_Mermaid Ring_55%_14.5 UV,"1,365",5,0,"1,370",0,"1,365",OG94,누수/규격검사(2공장),확인,14.5
A20250730-356-L2,2026-01-18,A관(1공장),[45] 하이드레이션/전면검사,FRP_Color_Sph,43,P0615M-02.00HAZ2,MG M_Glow Hazel_GLAM_(중),916,98,0,"1,014",0,916,,워터배스1-2호기,확인,14.2
A20250730-356-L2,2026-01-18,A관(1공장),[55] 접착/ 멸균,FRP_Color_Sph,43,P0615M-02.00HAZ2,MG M_Glow Hazel_GLAM_(중),916,0,0,916,0,916,OG94,검사15호기,확인,14.2
A20250730-356-L2,2026-01-18,A관(1공장),[80] 누수/규격검사,FRP_Color_Sph,43,P0615M-02.00HAZ2,MG M_Glow Hazel_GLAM_(중),906,10,0,916,0,906,OG94,누수/규격검사(1공장),확인,14.2
C20251218-094,2026-01-29,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Toric,55,P4895A-04.50-0.75180STQ,PIA_Strawberry Quartz CP-0.75 Toric_UV,470,35,10,515,0,470,OG95,검사48호기,확인,14.2
C20251218-094,2026-01-29,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Toric,55,P4895A-04.50-0.75180STQ,PIA_Strawberry Quartz CP-0.75 Toric_UV,515,3,0,518,0,515,,워터배스2-14호기,확인,14.2
C20251218-094,2026-01-29,C관(2공장),[80] 누수/규격검사,1-Day_Color_Toric,55,P4895A-04.50-0.75180STQ,PIA_Strawberry Quartz CP-0.75 Toric_UV,465,5,0,470,0,465,OG95,누수/규격검사(2공장),확인,14.2
C20251217-332,2026-01-06,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Toric,55,P4896A-03.25-1.25180STQ,PIA_Strawberry Quartz CP-1.25 Toric_UV,"3,145",1,0,"3,146",0,"3,145",,워터배스2-3호기,확인,14.2
C20251217-332,2026-01-06,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Toric,55,P4896A-03.25-1.25180STQ,PIA_Strawberry Quartz CP-1.25 Toric_UV,"3,015",125,5,"3,145",0,"3,015",OG93,검사44호기,확인,14.2
C20251217-332,2026-01-06,C관(2공장),[80] 누수/규격검사,1-Day_Color_Toric,55,P4896A-03.25-1.25180STQ,PIA_Strawberry Quartz CP-1.25 Toric_UV,"3,005",10,0,"3,015",0,"3,005",OG93,누수/규격검사(2공장),확인,14.2
C20251219-378,2026-01-25,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Toric,55,P4896A-06.50-1.25180STQ,PIA_Strawberry Quartz CP-1.25 Toric_UV,765,1,0,766,0,765,,워터배스2-13호기,확인,14.2
C20251219-378,2026-01-25,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Toric,55,P4896A-06.50-1.25180STQ,PIA_Strawberry Quartz CP-1.25 Toric_UV,730,30,5,765,0,730,OG94,검사48호기,확인,14.2
S20260108-289,2026-01-08,S관(3공장),[10] 사출조립,Si_1-Day_Sph,45,R1026-00.50,O2O2 Spherical_K2-SMDH_OPHTALMIC,"1,772",0,0,"1,772",0,"1,772",45SC-STU,A형 인라인3호기,확인,14.2
S20260108-281,2026-01-08,S관(3공장),[10] 사출조립,Si_1-Day_Sph,45,R1026-00.50,O2O2 Spherical_K2-SMDH_OPHTALMIC,"2,770",0,0,"2,770",0,"2,770",45SC-STU,A형 인라인3호기,확인,14.2
S20260131-200,2026-01-31,S관(3공장),[10] 사출조립,Si_1-Day_Sph,45,R1026-08.00,O2O2 Spherical_K2-SMDH_OPHTALMIC,"2,974",0,0,"2,974",0,"2,974",45SC-STU,A형 인라인3호기,확인,14.2
C20260111-163,2026-01-11,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R2134-02.00CRB,Hapakristin D_CREME BROWN_Secretive Kristin,"1,894",0,10,"1,904",0,"1,894",55GD-HCU,조립40호기,확인,14.2
C20260113-085,2026-01-12,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R2137-02.50CBR,Hapa D_Crush Brown_Secretive,"2,907",36,10,"2,953",0,"2,907",55GD-HCU,조립40호기,확인,14.2
C20260201-338,2026-02-01,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R5289-04.50DAP,PIA D_Dark Peony_55% UV,"3,481",1,10,"3,492",0,"3,481",55GD-HCU,조립59호기,확인,14.2
C20251130-027,2026-01-18,C관(2공장),[20] 분리,1-Day_Color_Sph,38,Q1053-05.00PSG3,HAPA(PIA) D_One&Only Kristin Plus Gray 14.2_38%,510,126,,636,0,510,,분리32호기,확인,14.2
A20260107-002,2026-01-09,,[H6] 완제품,RGP_OK,,H00847.89-04.0010.8,OPTACON OK Blue,1,0,0,1,0,1,,,확인,10.8
A20260110-185-L1,2026-02-03,A관(1공장),[45] 하이드레이션/전면검사,FRP_Color_Sph,43,P0584M-02.50MOO3,BELLA M_Moon_14.5_(중),197,0,0,197,0,197,,워터배스1-3호기,확인,14.5
C20251212-436,2026-01-07,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,55,P0586A-02.00BRP,PIA D_Brulee Pearl_55%_14.2 UV,"1,600",10,,"1,610",0,"1,600",OG93,검사38호기,확인,14.2
C20251212-436,2026-01-07,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,55,P0586A-02.00BRP,PIA D_Brulee Pearl_55%_14.2 UV,"1,590",10,0,"1,600",0,"1,590",OG93,누수/규격검사(2공장),확인,14.2
C20251212-436,2026-01-06,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,P0586A-02.00BRP,PIA D_Brulee Pearl_55%_14.2 UV,"1,610",0,0,"1,610",0,"1,610",,워터배스2-3호기,확인,14.2
C20260108-364,2026-01-11,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,55,P0597A-05.00MRI,PIA D_Maria Ring_55%_14.5 UV,"3,310",20,0,"3,330",0,"3,310",OG93,누수/규격검사(2공장),확인,14.5
C20260108-364,2026-01-09,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,P0597A-05.00MRI,PIA D_Maria Ring_55%_14.5 UV,"3,355",6,0,"3,361",0,"3,355",,워터배스2-10호기,확인,14.5
C20260108-364,2026-01-10,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,55,P0597A-05.00MRI,PIA D_Maria Ring_55%_14.5 UV,"3,330",25,,"3,355",0,"3,330",OG93,검사34호기,확인,14.5
A20221130-348,2026-01-05,A관(1공장),[45] 하이드레이션/전면검사,FRP_Toric,38,P1400V-09.00-2.75180,T38_금캡(UV포함),200,0,0,200,0,200,,워터배스1-3호기,확인,14.2
A20221130-348,2026-01-05,A관(1공장),[55] 접착/ 멸균,FRP_Toric,38,P1400V-09.00-2.75180,T38_금캡(UV포함),184,16,0,200,0,184,OG93,바이알캡핑기,확인,14.2
A20221130-348,2026-01-16,A관(1공장),[80] 누수/규격검사,FRP_Toric,38,P1400V-09.00-2.75180,T38_금캡(UV포함),177,7,0,184,0,177,OG93,누수/규격검사(1공장),확인,14.2
S20260117-434,2026-01-27,S관(3공장),[80] 누수/규격검사,Si_1-Day_Color_Sph,45,P3408A-01.50BRW,O2O2 D_Blending Hazel EX,865,0,0,865,0,865,OG94,누수/규격검사(3공장),확인,14.2
S20260117-434,2026-01-21,S관(3공장),[45] 하이드레이션/전면검사,Si_1-Day_Color_Sph,45,P3408A-01.50BRW,O2O2 D_Blending Hazel EX,875,0,0,875,0,875,,S관 실리콘 자동수화기,확인,14.2
s20260117-434,2026-01-26,S관(3공장),[55] 접착/ 멸균,Si_1-Day_Color_Sph,45,P3408A-01.50BRW,O2O2 D_Blending Hazel EX,865,10,,875,0,865,OG94,A형 인라인2호기,확인,14.2
C20260121-363,2026-01-23,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Toric,55,P4895A-01.75-0.75180STQ,PIA_Strawberry Quartz CP-0.75 Toric_UV,"3,395",30,5,"3,430",0,"3,395",OG94,검사48호기,확인,14.2
C20260121-363,2026-01-23,C관(2공장),[80] 누수/규격검사,1-Day_Color_Toric,55,P4895A-01.75-0.75180STQ,PIA_Strawberry Quartz CP-0.75 Toric_UV,"3,380",15,0,"3,395",0,"3,380",OG94,누수/규격검사(2공장),확인,14.2
C20260121-363,2026-01-22,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Toric,55,P4895A-01.75-0.75180STQ,PIA_Strawberry Quartz CP-0.75 Toric_UV,"3,430",0,0,"3,430",0,"3,430",,워터배스2-4호기,확인,14.2
C20260122-092,2026-01-25,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Toric,55,P4896A-05.25-1.25180STQ,PIA_Strawberry Quartz CP-1.25 Toric_UV,630,4,0,634,0,630,,워터배스2-12호기,확인,14.2
C20260122-092,2026-01-25,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Toric,55,P4896A-05.25-1.25180STQ,PIA_Strawberry Quartz CP-1.25 Toric_UV,620,10,,630,0,620,OG95,검사48호기,확인,14.2
C20260122-092,2026-01-26,C관(2공장),[80] 누수/규격검사,1-Day_Color_Toric,55,P4896A-05.25-1.25180STQ,PIA_Strawberry Quartz CP-1.25 Toric_UV,615,5,0,620,0,615,OG95,누수/규격검사(2공장),확인,14.2
C20260116-125,2026-01-18,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,55,P5048A-00.00DBO,PIA D_Dollish Brown_55% UV,"3,070",15,,"3,085",0,"3,070",OG94,검사32호기,확인,14.2
C20260113-021,2026-01-13,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q5020-03.00CHC,Hapa D_Glazed Kristin_Choco,"2,838",341,,"3,179",0,"2,838",,분리21호기,확인,14.2
C20260114-374,2026-01-15,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q5020-06.00CHC,Hapa D_Glazed Kristin_Choco,"2,935",85,,"3,020",0,"2,935",,분리21호기,확인,14.2
C20260116-120,2026-01-17,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q5048-00.50DBO,PIA D_Dollish Brown_55% UV,"3,043",602,,"3,645",0,"3,043",,분리34호기,확인,14.2
C20260112-469,2026-01-13,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q5048-05.25DBO,PIA D_Dollish Brown_55% UV,"2,913",202,,"3,115",0,"2,913",,분리33호기,확인,14.2
C20260113-216,2026-01-13,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q5049-05.25DGR,PIA D_Dollish Gray_55% UV,"2,161",299,,"2,460",0,"2,161",,분리18호기,확인,14.2
C20260114-385,2026-01-15,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q5049-05.25DGR,PIA D_Dollish Gray_55% UV,"3,328",655,,"3,983",0,"3,328",,분리18호기,확인,14.2
C20260113-333,2026-01-13,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q5107-01.50SAS,PIA D_Sakura Smore_55% UV,"2,985",358,,"3,343",0,"2,985",,분리30호기,확인,14.2
C20260129-167,2026-01-31,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q5107-04.50SAS,PIA D_Sakura Smore_55% UV,"3,370",593,,"3,963",0,"3,370",,분리19호기,확인,14.2
C20260130-113,2026-01-30,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q5108-04.00MEM,PIA D_Melty Mist_55% UV,"1,452",162,,"1,614",0,"1,452",,분리24호기,확인,14.2
C20260203-471,2026-02-03,C관(2공장),[10] 사출조립,1-Day_Color_Toric,55,R0211-04.00-1.25180ALR,Toric_CP-1.25_ALICIA BROWN,"1,488","1,405",10,"2,903",0,"1,488",55GD-HCU,조립17호기,확인,14.2
C20260204-476,2026-02-04,C관(2공장),[10] 사출조립,1-Day_Color_Toric,55,R0211-04.00-1.25180ALR,Toric_CP-1.25_ALICIA BROWN,"3,639",1,10,"3,650",0,"3,639",55GD-HCU,조립17호기,확인,14.2
C20260106-068,2026-01-05,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R0213-04.50ALR,ALICIA BROWN(근시),"3,583",1,10,"3,594",0,"3,583",255GD-HCU,조립54호기,확인,14.2
C20260120-179,2026-01-20,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R0213-07.50ALR,ALICIA BROWN(근시),"1,300",12,10,"1,322",0,"1,300",55GD-HCU,조립27호기,확인,14.2
C20260108-160,2026-01-08,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R0519-02.25OLT,PIA D_Oolong Tea_55% UV,"2,605",574,10,"3,189",0,"2,605",55GD-HCU,조립16호기,확인,14.2
C20260112-091,2026-01-11,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R0519-02.50OLT,PIA D_Oolong Tea_55% UV,"2,489",11,10,"2,510",0,"2,489",55GD-HCU,조립16호기,확인,14.2
C20260112-347,2026-01-12,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R0519-03.75OLT,PIA D_Oolong Tea_55% UV,728,303,10,"1,041",0,728,55GD-HCU,조립16호기,확인,14.2
C20260128-395,2026-01-28,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R5230-00.50BRB,PIA D_Brown Bunny_55% UV,"3,793",0,10,"3,803",0,"3,793",55GD-HCU,조립20호기,확인,14.2
C20260128-396,2026-01-28,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R5230-00.50BRB,PIA D_Brown Bunny_55% UV,"3,811",25,10,"3,846",0,"3,811",55GD-HCU,조립20호기,확인,14.2
C20260130-144,2026-01-30,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R5230-00.50BRB,PIA D_Brown Bunny_55% UV,"2,834",833,10,"3,677",0,"2,834",55GD-HCU,조립20호기,확인,14.2
C20260113-519,2026-01-13,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R5230-01.50BRB,PIA D_Brown Bunny_55% UV,"2,996",5,10,"3,011",0,"2,996",55GD-HCU,조립52호기,확인,14.2
C20260202-049,2026-02-01,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R5230-03.50BRB,PIA D_Brown Bunny_55% UV,"2,895",280,10,"3,185",0,"2,895",55GD-HCU,조립20호기,확인,14.2
C20260131-360,2026-01-31,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R5230-03.50BRB,PIA D_Brown Bunny_55% UV,"1,232","2,225",10,"3,467",0,"1,232",55GD-HCU,조립20호기,확인,14.2
C20260109-114,2026-01-08,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R5279-00.50AFO,PIA D_Affogato_55% UV,"1,881",929,10,"2,820",0,"1,881",55GD-HCU,조립13호기,확인,14.2
C20260203-280,2026-02-03,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R5280-00.00COJ,PIA D_Coffee Jelly_55% UV,"4,130",6,10,"4,146",0,"4,130",55GD-HCU,조립26호기,확인,14.2
C20250911-458,2026-01-19,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,55,P2135A-01.50DSB,Hapakristin D_DUSK BROWN_Secretive Kristin,620,35,,655,0,620,OG94,검사35호기,확인,14.2
C20250911-458,2026-01-17,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,P2135A-01.50DSB,Hapakristin D_DUSK BROWN_Secretive Kristin,655,1,0,656,0,655,,워터배스2-4호기,확인,14.2
C20250911-458,2026-01-19,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,55,P2135A-01.50DSB,Hapakristin D_DUSK BROWN_Secretive Kristin,620,0,0,620,0,620,OG94,누수/규격검사(2공장),확인,14.2
C20260120-170-L,2026-01-21,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,55,P2135A-03.25DSB,Hapakristin D_DUSK BROWN_Secretive Kristin,"1,015",10,5,"1,030",0,"1,015",OG94,검사35호기,확인,14.2
C20260120-170-L,2026-01-21,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,55,P2135A-03.25DSB,Hapakristin D_DUSK BROWN_Secretive Kristin,"1,005",10,0,"1,015",0,"1,005",OG94,누수/규격검사(2공장),확인,14.2
C20260125-684,2026-01-27,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q5107-00.00SAS,PIA D_Sakura Smore_55% UV,"2,714",293,,"3,007",0,"2,714",,분리18호기,확인,14.2
C20251207-305,2026-01-05,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q5107-03.50SAS,PIA D_Sakura Smore_55% UV,"3,029",401,,"3,430",0,"3,029",,분리28호기,확인,14.2
C20260128-256,2026-01-30,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q5107-07.00SAS,PIA D_Sakura Smore_55% UV,"2,228",307,,"2,535",0,"2,228",,분리32호기,확인,14.2
C20260127-385,2026-01-29,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q5107-08.00SAS,PIA D_Sakura Smore_55% UV,"2,378",454,,"2,832",0,"2,378",,분리18호기,확인,14.2
C20260201-000,2026-01-31,C관(2공장),[10] 사출조립,1-Day_Color_Sph,38,R0197-00.00LVN,sincere_Lavender Nude_1-Day 38%,"2,718",1,10,"2,729",0,"2,718",38CA-HCU,조립54호기,확인,14.2
C20260201-005,2026-01-31,C관(2공장),[10] 사출조립,1-Day_Color_Sph,38,R0197-00.00LVN,sincere_Lavender Nude_1-Day 38%,"2,748",47,10,"2,805",0,"2,748",38CA-HCU,조립54호기,확인,14.2
C20260107-329,2026-01-07,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R0213-00.00ALR,ALICIA BROWN(근시),"2,196",0,10,"2,206",0,"2,196",55GD-HCU,조립13호기,확인,14.2
C20260107-025,2026-01-06,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R0213-00.00ALR,ALICIA BROWN(근시),"4,163",0,10,"4,173",0,"4,163",255GD-HCU,조립13호기,확인,14.2
C20260126-057,2026-01-25,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R0213-00.00ALR,ALICIA BROWN(근시),"3,075",0,10,"3,085",0,"3,075",55GD-HCU,조립12호기,확인,14.2
C20260118-076,2026-01-17,C관(2공장),[10] 사출조립,1-Day_Color_Sph,38,R0233-03.25ASB,Sincere D_Sky Gray_38% 3T 14.5,"1,178",500,10,"1,688",0,"1,178",38CA-HCU,조립57호기,확인,14.5
C20260113-363,2026-01-13,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R0519-04.00OLT,PIA D_Oolong Tea_55% UV,"3,867",3,10,"3,880",0,"3,867",55GD-HCU,조립16호기,확인,14.2
C20260115-108,2026-01-15,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R0519-04.75OLT,PIA D_Oolong Tea_55% UV,"1,076",2,10,"1,088",0,"1,076",55GD-HCU,조립16호기,확인,14.2
C20260118-030,2026-01-17,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R0519-04.75OLT,PIA D_Oolong Tea_55% UV,"3,330",0,10,"3,340",0,"3,330",55GD-HCU,조립16호기,확인,14.2
C20260114-060,2026-01-13,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R0519-04.75OLT,PIA D_Oolong Tea_55% UV,"2,263",3,10,"2,276",0,"2,263",55GD-HCU,조립16호기,확인,14.2
S20260201-566,2026-02-01,S관(3공장),[10] 사출조립,Si_1-Day_Color_Sph,45,R3407-02.75ASG,O2O2 D_Ash Gray EX,"2,206",30,0,"2,236",0,"2,206",45KC-SCU,B형 조립중합1호기,확인,14.2
C20260131-366,2026-01-31,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R5230-04.00BRB,PIA D_Brown Bunny_55% UV,"2,056","1,432",10,"3,498",0,"2,056",55GD-HCU,조립20호기,확인,14.2
C20260129-434,2026-01-29,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R5262-04.25GTB,Gemhour D_Greta Black_Keira,"3,887",10,10,"3,907",0,"3,887",55GD-HCU,조립54호기,확인,14.2
A20250402-130-L9,2026-01-12,,[30] 외주,FRP_Color_Sph,43,U4515-03.75GRA3,Clalen Iris_GRA_2902,97,3,0,100,0,97,,,확인,14.2
A20240625-026-L6-C1,2026-02-05,A관(1공장),[55] 접착/ 멸균,FRP_Color_Sph,43,P0584M-02.50MOO3,BELLA M_Moon_14.5_(중),59,0,0,59,0,59,OG95,검사21호기,확인,14.5
A20240625-026-L6-C1,2026-02-05,,[27] 재작업,FRP_Color_Sph,43,P0584M-02.50MOO3,BELLA M_Moon_14.5_(중),59,0,0,59,0,59,,,확인,14.5
A20240625-026-L6-C1,2026-02-05,A관(1공장),[80] 누수/규격검사,FRP_Color_Sph,43,P0584M-02.50MOO3,BELLA M_Moon_14.5_(중),59,0,0,59,0,59,OG95,누수/규격검사(1공장),확인,14.5
C20260203-011,2026-02-05,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,P0589A-03.00TWB,PIA D_Twinkle Brown_55%_14.5 UV,"2,450",3,0,"2,453",0,"2,450",,워터배스2-14호기,확인,14.5
C20260123-399,2026-01-28,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,55,P0589A-03.25TWB,PIA D_Twinkle Brown_55%_14.5 UV,800,15,5,820,0,800,OG95,검사38호기,확인,14.5
C20260123-399,2026-01-25,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,P0589A-03.25TWB,PIA D_Twinkle Brown_55%_14.5 UV,820,5,0,825,0,820,,워터배스2-14호기,확인,14.5
C20260125-519,2026-01-28,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,P0589A-03.25TWB,PIA D_Twinkle Brown_55%_14.5 UV,435,4,0,439,0,435,,워터배스2-4호기,확인,14.5
C20260125-519,2026-01-31,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,55,P0589A-03.25TWB,PIA D_Twinkle Brown_55%_14.5 UV,405,15,0,420,0,405,OG95,누수/규격검사(2공장),확인,14.5
C20260125-519,2026-01-31,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,55,P0589A-03.25TWB,PIA D_Twinkle Brown_55%_14.5 UV,420,10,5,435,0,420,OG95,검사47호기,확인,14.5
C20260123-399,2026-01-28,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,55,P0589A-03.25TWB,PIA D_Twinkle Brown_55%_14.5 UV,790,10,0,800,0,790,OG95,누수/규격검사(2공장),확인,14.5
C20260131-351,2026-02-02,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,P0589A-04.25TWB,PIA D_Twinkle Brown_55%_14.5 UV,"2,880",4,0,"2,884",0,"2,880",,워터배스2-10호기,확인,14.5
C20251219-378,2026-01-25,C관(2공장),[80] 누수/규격검사,1-Day_Color_Toric,55,P4896A-06.50-1.25180STQ,PIA_Strawberry Quartz CP-1.25 Toric_UV,730,0,0,730,0,730,OG94,누수/규격검사(2공장),확인,14.2
C20260115-318,2026-01-18,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,55,P5030A-05.50CHC,(NEW)Hapa D_Glazed Kristin_Choco,"2,315",30,5,"2,350",0,"2,315",OG94,검사41호기,확인,14.2
C20260115-318,2026-01-18,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,55,P5030A-05.50CHC,(NEW)Hapa D_Glazed Kristin_Choco,"2,305",10,0,"2,315",0,"2,305",OG94,누수/규격검사(2공장),확인,14.2
C20260115-318,2026-01-17,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,P5030A-05.50CHC,(NEW)Hapa D_Glazed Kristin_Choco,"2,350",2,0,"2,352",0,"2,350",,워터배스2-14호기,확인,14.2
C20260112-031,2026-01-13,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,P5048A-04.00DBO,PIA D_Dollish Brown_55% UV,"2,645",1,0,"2,646",0,"2,645",,워터배스2-9호기,확인,14.2
C20260112-471,2026-01-15,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,55,P5048A-04.00DBO,PIA D_Dollish Brown_55% UV,"2,525",20,0,"2,545",0,"2,525",OG94,누수/규격검사(2공장),확인,14.2
C20260112-471,2026-01-14,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,P5048A-04.00DBO,PIA D_Dollish Brown_55% UV,"2,585",1,0,"2,586",0,"2,585",,워터배스2-14호기,확인,14.2
C20260112-471,2026-01-15,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,55,P5048A-04.00DBO,PIA D_Dollish Brown_55% UV,"2,545",35,5,"2,585",0,"2,545",OG94,검사32호기,확인,14.2
C20260112-031,2026-01-15,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,55,P5048A-04.00DBO,PIA D_Dollish Brown_55% UV,"2,605",35,5,"2,645",0,"2,605",OG94,검사33호기,확인,14.2
A20260117-285,2026-01-31,A관(1공장),[45] 하이드레이션/전면검사,Si_FRP_Sph,45,P5421S-05.00,O2O2 M_Spherical(DK70)_K2-SMD_(소),"1,439",0,0,"1,439",0,"1,439",,1공장 실리콘수화기,확인,14.2
C20260108-211,2026-02-01,C관(2공장),[20] 분리,1-Day_Color_Sph,38,Q2123-00.00CLB,From D_(UV)Clear Beige_38%,"1,421",139,,"1,560",0,"1,421",,분리32호기,확인,14.5
C20260108-208,2026-02-01,C관(2공장),[20] 분리,1-Day_Color_Sph,38,Q2123-00.00CLB,From D_(UV)Clear Beige_38%,"1,547",287,,"1,834",0,"1,547",,분리32호기,확인,14.5
C20260107-383,2026-01-08,C관(2공장),[20] 분리,1-Day_Color_Sph,38,Q2123-02.50CLB,From D_(UV)Clear Beige_38%,"2,209",529,,"2,738",0,"2,209",,분리31호기,확인,14.5
C20260119-311,2026-01-21,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q2134-00.00CRB,Hapakristin D_CREME BROWN_Secretive Kristin,"1,820",145,,"1,965",0,"1,820",,분리30호기,확인,14.2
C20260119-307,2026-01-21,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q2134-00.00CRB,Hapakristin D_CREME BROWN_Secretive Kristin,"1,776",186,,"1,962",0,"1,776",,분리43호기,확인,14.2
C20260111-161,2026-01-11,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q2134-01.50CRB,Hapakristin D_CREME BROWN_Secretive Kristin,"1,551",367,,"1,918",0,"1,551",,분리20호기,확인,14.2
C20260115-071,2026-01-16,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q5020-07.00CHC,Hapa D_Glazed Kristin_Choco,749,25,,774,0,749,,분리21호기,확인,14.2
C20260114-120,2026-01-18,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q5048-02.75DBO,PIA D_Dollish Brown_55% UV,"1,957",335,,"2,292",0,"1,957",,분리28호기,확인,14.2
