CHECK SHEET NO,생산일자,공장,공정코드,신규분류요약,함수율,품목코드,품명,양품수량,불량수량,샘플수량,생산수량,샘플창고수량,샘플제외 양품수량,멸균번호,기계코드,상태,SIZE
C20260125-634,2026-01-26,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q1060-03.50GBY2,PIA D_Gray Bunny_55% UV 14.2,"3,364",390,,"3,754",0,"3,364",,분리26호기,확인,14.2
C20260129-507,2026-01-30,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q1060-03.50GBY2,PIA D_Gray Bunny_55% UV 14.2,"3,416",366,,"3,782",0,"3,416",,분리26호기,확인,14.2
C20260121-432,2026-01-23,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q1061-00.50CRW3,PIA D_Cherish Brown_55% UV 14.2,"3,460",562,,"4,022",0,"3,460",,분리19호기,확인,14.2
C20260124-100,2026-01-24,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q1061-00.50CRW3,PIA D_Cherish Brown_55% UV 14.2,"1,658",191,,"1,849",0,"1,658",,분리21호기,확인,14.2
C20260121-439,2026-01-22,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q1061-00.50CRW3,PIA D_Cherish Brown_55% UV 14.2,"3,451",562,,"4,013",0,"3,451",,분리19호기,확인,14.2
C20260201-281,2026-02-02,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q1061-00.50CRW3,PIA D_Cherish Brown_55% UV 14.2,"2,907",339,,"3,246",0,"2,907",,분리43호기,확인,14.2
C20260128-133,2026-01-29,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q1061-01.50CRW3,PIA D_Cherish Brown_55% UV 14.2,"2,985",474,,"3,459",0,"2,985",,분리19호기,확인,14.2
C20260128-128,2026-01-29,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q1061-01.50CRW3,PIA D_Cherish Brown_55% UV 14.2,"3,393",510,,"3,903",0,"3,393",,분리19호기,확인,14.2
C20260130-455,2026-01-30,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q1061-01.50CRW3,PIA D_Cherish Brown_55% UV 14.2,"1,232",235,,"1,467",0,"1,232",,분리32호기,확인,14.2
C20260126-368,2026-01-27,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q1061-01.75CRW3,PIA D_Cherish Brown_55% UV 14.2,"3,098",240,,"3,338",0,"3,098",,분리21호기,확인,14.2
C20260126-230,2026-01-27,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q1061-06.00CRW3,PIA D_Cherish Brown_55% UV 14.2,"3,653",371,,"4,024",0,"3,653",,분리19호기,확인,14.2
C20260128-506,2026-01-29,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q1061-06.00CRW3,PIA D_Cherish Brown_55% UV 14.2,"3,121",404,,"3,525",0,"3,121",,분리43호기,확인,14.2
C20260123-561,2026-01-30,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,55,P3220A-01.50ALH,Alcon D_Allure Hazel_W3C(APAC),"2,125",15,0,"2,140",0,"2,125",OG95,누수/규격검사(2공장),확인,14.2
C20250922-216,2026-01-16,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,55,P3221A-01.25CCM,Alcon D_Chic Caramel_W4(APAC),"1,905",15,0,"1,920",0,"1,905",OG94,누수/규격검사(2공장),확인,14.2
C20250922-216,2026-01-15,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,P3221A-01.25CCM,Alcon D_Chic Caramel_W4(APAC),"1,935",3,0,"1,938",0,"1,935",,워터배스2-11호기,확인,14.2
C20250922-216,2026-01-15,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,55,P3221A-01.25CCM,Alcon D_Chic Caramel_W4(APAC),"1,920",15,,"1,935",0,"1,920",OG94,검사41호기,확인,14.2
C20260131-234,2026-02-01,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,P3221A-03.00CCM,Alcon D_Chic Caramel_W4(APAC),"2,715",3,0,"2,718",0,"2,715",,워터배스2-10호기,확인,14.2
C20260131-234,2026-02-01,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,55,P3221A-03.00CCM,Alcon D_Chic Caramel_W4(APAC),"2,640",75,,"2,715",0,"2,640",OG95,검사39호기,확인,14.2
C20260131-234,2026-02-01,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,55,P3221A-03.00CCM,Alcon D_Chic Caramel_W4(APAC),"2,630",10,0,"2,640",0,"2,630",OG95,누수/규격검사(2공장),확인,14.2
C20260115-461,2026-01-19,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,P3223A-05.50SMP,Alcon D_Satin Maple_W4C(APAC),"1,360",3,0,"1,363",0,"1,360",,워터배스2-11호기,확인,14.2
C20260115-461,2026-01-19,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,55,P3223A-05.50SMP,Alcon D_Satin Maple_W4C(APAC),"1,330",30,,"1,360",0,"1,330",OG94,검사36호기,확인,14.2
C20260201-517,2026-02-03,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,55,P3223A-05.50SMP,Alcon D_Satin Maple_W4C(APAC),"1,970",15,0,"1,985",0,"1,970",OG95,누수/규격검사(2공장),확인,14.2
C20260201-517,2026-02-03,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,55,P3223A-05.50SMP,Alcon D_Satin Maple_W4C(APAC),"1,985",25,,"2,010",0,"1,985",OG95,검사35호기,확인,14.2
C20260115-461,2026-01-19,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,55,P3223A-05.50SMP,Alcon D_Satin Maple_W4C(APAC),"1,320",10,0,"1,330",0,"1,320",OG94,누수/규격검사(2공장),확인,14.2
C20260201-517,2026-02-02,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,P3223A-05.50SMP,Alcon D_Satin Maple_W4C(APAC),"2,010",4,0,"2,014",0,"2,010",,워터배스2-12호기,확인,14.2
20170314-081-4-R2,2026-01-13,,[27] 재작업,FRP_Color_Sph,43,P4405R-04.25GDY2,CLC-30_원형,112,0,0,112,0,112,,,확인,14.5
20170314-081-4-R2,2026-01-15,A관(1공장),[55] 접착/ 멸균,FRP_Color_Sph,43,P4405R-04.25GDY2,CLC-30_원형,112,0,0,112,0,112,OG94,검사20호기,확인,14.5
20170314-081-4-R2,2026-01-15,A관(1공장),[80] 누수/규격검사,FRP_Color_Sph,43,P4405R-04.25GDY2,CLC-30_원형,110,2,0,112,0,110,OG94,누수/규격검사(1공장),확인,14.5
A20241031-151-L2,2026-01-07,A관(1공장),[55] 접착/ 멸균,FRP_Color_Sph,43,P4405R-05.50GGY2,CLC-30_원형,170,15,0,185,0,170,OG93,검사8호기,확인,14.5
A20241031-151-L2,2026-01-06,A관(1공장),[45] 하이드레이션/전면검사,FRP_Color_Sph,43,P4405R-05.50GGY2,CLC-30_원형,185,0,0,185,0,185,,워터배스1-3호기,확인,14.5
A20241031-151-L2,2026-01-08,A관(1공장),[80] 누수/규격검사,FRP_Color_Sph,43,P4405R-05.50GGY2,CLC-30_원형,165,5,0,170,0,165,OG93,누수/규격검사(1공장),확인,14.5
C20260126-430,2026-01-29,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,P5107A-03.75SAS,PIA D_Sakura Smore_55% UV,"3,135",2,0,"3,137",0,"3,135",,워터배스2-4호기,확인,14.2
C20260126-430,2026-01-29,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,55,P5107A-03.75SAS,PIA D_Sakura Smore_55% UV,"3,115",15,5,"3,135",0,"3,115",OG95,검사44호기,확인,14.2
C20260126-430,2026-01-30,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,55,P5107A-03.75SAS,PIA D_Sakura Smore_55% UV,"3,090",25,0,"3,115",0,"3,090",OG95,누수/규격검사(2공장),확인,14.2
S20251120-399,2026-01-13,S관(3공장),[80] 누수/규격검사,1-Day_Sph,58,P5170A-09.00,Clalen oneday A(O2 Edition),"1,675",0,0,"1,675",0,"1,675",OG94,누수/규격검사(3공장),확인,14.2
S20251120-399,2026-01-12,S관(3공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P5170A-09.00,Clalen oneday A(O2 Edition),"1,691",5,0,"1,696",0,"1,691",,A형 인라인2호기,확인,14.2
s20251120-399,2026-01-12,S관(3공장),[55] 접착/ 멸균,1-Day_Sph,58,P5170A-09.00,Clalen oneday A(O2 Edition),"1,675",16,,"1,691",0,"1,675",OG94,A형 인라인1호기,확인,14.2
C20250924-363,2026-01-08,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q3205-04.25BRW3,AKMA REAL FIT 3 COLOR Brown,"1,175",103,,"1,278",0,"1,175",,분리15호기,확인,14.2
C20260125-309,2026-01-26,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q3211-02.75GOL314.2,Alcon D_Jewel Gold_W3,"2,205",330,,"2,535",0,"2,205",,분리31호기,확인,14.2
C20260113-387,2026-01-14,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q3212-00.00BLK314.2,Alcon D_Jewel Black_W3,"1,035","1,221",,"2,256",0,"1,035",,분리29호기,확인,14.2
S20260131-170,2026-02-01,S관(3공장),[45] 하이드레이션/전면검사,Si_1-Day_Color_Sph,45,P0175A-06.50LKG3,Clalen O2O2 D_Lake Gray_45%,"1,970",13,0,"1,983",0,"1,970",,S관 실리콘 자동수화기,확인,14.2
S20260131-522,2026-02-04,S관(3공장),[45] 하이드레이션/전면검사,Si_1-Day_Color_Sph,45,P0175A-06.50LKG3,Clalen O2O2 D_Lake Gray_45%,"1,903",5,0,"1,908",0,"1,903",,S관 실리콘 자동수화기,확인,14.2
S20260131-523,2026-02-04,S관(3공장),[55] 접착/ 멸균,Si_1-Day_Color_Sph,45,P0175A-06.50LKG3,Clalen O2O2 D_Lake Gray_45%,"1,570",13,,"1,583",0,"1,570",OG95,A형 인라인6호기,확인,14.2
S20260131-522,2026-02-04,S관(3공장),[55] 접착/ 멸균,Si_1-Day_Color_Sph,45,P0175A-06.50LKG3,Clalen O2O2 D_Lake Gray_45%,"1,880",23,,"1,903",0,"1,880",OG95,A형 인라인6호기,확인,14.2
S20260202-194,2026-02-05,S관(3공장),[80] 누수/규격검사,Si_1-Day_Color_Sph,45,P0175A-06.50LKG3,Clalen O2O2 D_Lake Gray_45%,"1,635",0,0,"1,635",0,"1,635",OG95,누수/규격검사(3공장),확인,14.2
S20260202-194,2026-02-05,S관(3공장),[55] 접착/ 멸균,Si_1-Day_Color_Sph,45,P0175A-06.50LKG3,Clalen O2O2 D_Lake Gray_45%,"1,635",14,,"1,649",0,"1,635",OG95,A형 인라인6호기,확인,14.2
S20260202-194,2026-02-05,S관(3공장),[45] 하이드레이션/전면검사,Si_1-Day_Color_Sph,45,P0175A-06.50LKG3,Clalen O2O2 D_Lake Gray_45%,"1,649",6,0,"1,655",0,"1,649",,S관 실리콘 자동수화기,확인,14.2
S20260131-523,2026-02-04,S관(3공장),[45] 하이드레이션/전면검사,Si_1-Day_Color_Sph,45,P0175A-06.50LKG3,Clalen O2O2 D_Lake Gray_45%,"1,583",16,0,"1,599",0,"1,583",,S관 실리콘 자동수화기,확인,14.2
S20260131-523,2026-02-04,S관(3공장),[80] 누수/규격검사,Si_1-Day_Color_Sph,45,P0175A-06.50LKG3,Clalen O2O2 D_Lake Gray_45%,"1,565",5,0,"1,570",0,"1,565",OG95,누수/규격검사(3공장),확인,14.2
S20260131-170,2026-02-02,S관(3공장),[80] 누수/규격검사,Si_1-Day_Color_Sph,45,P0175A-06.50LKG3,Clalen O2O2 D_Lake Gray_45%,"1,945",0,0,"1,945",0,"1,945",OG95,누수/규격검사(3공장),확인,14.2
s20260131-170,2026-02-02,S관(3공장),[55] 접착/ 멸균,Si_1-Day_Color_Sph,45,P0175A-06.50LKG3,Clalen O2O2 D_Lake Gray_45%,"1,945",25,,"1,970",0,"1,945",OG95,A형 인라인3호기,확인,14.2
S20260131-522,2026-02-04,S관(3공장),[80] 누수/규격검사,Si_1-Day_Color_Sph,45,P0175A-06.50LKG3,Clalen O2O2 D_Lake Gray_45%,"1,880",0,0,"1,880",0,"1,880",OG95,누수/규격검사(3공장),확인,14.2
s20260123-545,2026-01-28,S관(3공장),[55] 접착/ 멸균,Si_1-Day_Color_Sph,45,P0176A-01.00MBN3,Clalen O2O2 D_Mute Brown_45%,"1,315",71,,"1,386",0,"1,315",OG95,A형 인라인3호기,확인,14.2
S20260123-545,2026-01-26,S관(3공장),[45] 하이드레이션/전면검사,Si_1-Day_Color_Sph,45,P0176A-01.00MBN3,Clalen O2O2 D_Mute Brown_45%,"1,386",1,0,"1,387",0,"1,386",,S관 실리콘 자동수화기,확인,14.2
S20260123-545,2026-01-28,S관(3공장),[80] 누수/규격검사,Si_1-Day_Color_Sph,45,P0176A-01.00MBN3,Clalen O2O2 D_Mute Brown_45%,"1,305",10,0,"1,315",0,"1,305",OG95,누수/규격검사(3공장),확인,14.2
C20260202-299,2026-02-05,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,P0105A-02.75CRB3,PIA_LILY BLACK,"3,495",2,0,"3,497",0,"3,495",,워터배스2-4호기,확인,14.2
C20260202-299,2026-02-05,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,55,P0105A-02.75CRB3,PIA_LILY BLACK,"3,380",110,5,"3,495",0,"3,380",OG95,검사33호기,확인,14.2
C20260202-299,2026-02-05,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,55,P0105A-02.75CRB3,PIA_LILY BLACK,"3,375",5,0,"3,380",0,"3,375",OG95,누수/규격검사(2공장),확인,14.2
C20260204-375,2026-02-05,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,P0105A-10.00CRB3,PIA_LILY BLACK,"3,345",2,0,"3,347",0,"3,345",,워터배스2-11호기,확인,14.2
C20260131-304,2026-02-02,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,P0106A-05.25CRG3,PIA_BROWN MANEGE,"3,480",5,0,"3,485",0,"3,480",,워터배스2-10호기,확인,14.2
C20260131-304,2026-02-05,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,55,P0106A-05.25CRG3,PIA_BROWN MANEGE,"3,430",50,,"3,480",0,"3,430",OG95,검사32호기,확인,14.2
C20260131-304,2026-02-05,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,55,P0106A-05.25CRG3,PIA_BROWN MANEGE,"3,415",15,0,"3,430",0,"3,415",OG95,누수/규격검사(2공장),확인,14.2
C20260108-460,2026-01-11,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,55,P0110A-01.00SNB,Clalen D_Iris_Shiny Brown,"2,670",30,5,"2,705",0,"2,670",OG93,검사39호기,확인,14.2
C20260108-460,2026-01-11,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,55,P0110A-01.00SNB,Clalen D_Iris_Shiny Brown,"2,665",5,0,"2,670",0,"2,665",OG93,누수/규격검사(2공장),확인,14.2
C20260108-460,2026-01-10,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,P0110A-01.00SNB,Clalen D_Iris_Shiny Brown,"2,705",4,0,"2,709",0,"2,705",,워터배스2-1호기,확인,14.2
C20260114-481,2026-01-17,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,38,P0195A-00.00SGG,sincere_Silky Ginger_1-Day 38%,"2,830",7,0,"2,837",0,"2,830",,워터배스2-5호기,확인,14.2
C20260114-481,2026-01-17,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,38,P0195A-00.00SGG,sincere_Silky Ginger_1-Day 38%,"2,775",0,0,"2,775",0,"2,775",OG94,누수/규격검사(2공장),확인,14.2
C20260114-481,2026-01-17,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,38,P0195A-00.00SGG,sincere_Silky Ginger_1-Day 38%,"2,775",50,5,"2,830",0,"2,775",OG94,검사35호기,확인,14.2
S20260203-063,2026-02-04,S관(3공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P5170A-03.00,Clalen oneday A(O2 Edition),"1,888",1,0,"1,889",0,"1,888",,S관 실리콘 자동수화기,확인,14.2
S20260203-063,2026-02-04,S관(3공장),[55] 접착/ 멸균,1-Day_Sph,58,P5170A-03.00,Clalen oneday A(O2 Edition),"1,840",48,,"1,888",0,"1,840",OG95,A형 인라인4호기,확인,14.2
S20260202-339,2026-02-04,S관(3공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P5170A-03.00,Clalen oneday A(O2 Edition),"1,670",21,0,"1,691",0,"1,670",,A형 인라인2호기,확인,14.2
S20260202-339,2026-02-04,S관(3공장),[55] 접착/ 멸균,1-Day_Sph,58,P5170A-03.00,Clalen oneday A(O2 Edition),"1,635",35,,"1,670",0,"1,635",OG95,A형 인라인4호기,확인,14.2
S20260202-339,2026-02-04,S관(3공장),[80] 누수/규격검사,1-Day_Sph,58,P5170A-03.00,Clalen oneday A(O2 Edition),"1,635",0,0,"1,635",0,"1,635",OG95,누수/규격검사(3공장),확인,14.2
S20260203-063,2026-02-04,S관(3공장),[80] 누수/규격검사,1-Day_Sph,58,P5170A-03.00,Clalen oneday A(O2 Edition),"1,840",0,0,"1,840",0,"1,840",OG95,누수/규격검사(3공장),확인,14.2
C20251210-540,2026-01-20,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,38,P7500A-02.25WTW,PIA D_water water_14.2,915,1,0,916,0,915,,워터배스2-5호기,확인,14.2
C20251210-540,2026-01-20,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,38,P7500A-02.25WTW,PIA D_water water_14.2,905,10,,915,0,905,OG94,검사42호기,확인,14.2
C20251210-540,2026-01-20,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,38,P7500A-02.25WTW,PIA D_water water_14.2,895,10,0,905,0,895,OG94,누수/규격검사(2공장),확인,14.2
C20250430-212,2026-01-27,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,38,P7502A-04.25CRG,PIA D_Cream Grege_14.4,"3,615",2,0,"3,617",0,"3,615",,워터배스2-5호기,확인,14.4
C20250430-212,2026-01-27,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,38,P7502A-04.25CRG,PIA D_Cream Grege_14.4,"3,585",30,,"3,615",0,"3,585",OG95,검사42호기,확인,14.4
C20250430-212,2026-01-27,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,38,P7502A-04.25CRG,PIA D_Cream Grege_14.4,"3,580",5,0,"3,585",0,"3,580",OG95,누수/규격검사(2공장),확인,14.4
C20260108-328,2026-01-11,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q3179-03.50TBR,PIA D_Teddy Brown_55% UV,"1,631",315,,"1,946",0,"1,631",,분리35호기,확인,14.2
C20260115-262,2026-01-15,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q3205-04.25BRW3,AKMA REAL FIT 3 COLOR Brown,993,"1,742",,"2,735",0,993,,분리15호기,확인,14.2
C20260125-305,2026-01-26,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q3211-00.75GOL314.2,Alcon D_Jewel Gold_W3,"1,618",300,,"1,918",0,"1,618",,분리31호기,확인,14.2
C20260125-699,2026-01-26,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q3211-00.75GOL314.2,Alcon D_Jewel Gold_W3,"2,401",305,,"2,706",0,"2,401",,분리31호기,확인,14.2
C20251031-300,2026-01-14,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q3211-07.00GOL314.2,Alcon D_Jewel Gold_W3,"1,348",87,,"1,435",0,"1,348",,분리12호기,확인,14.2
C20260124-142,2026-01-24,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q3212-00.00BLK314.2,Alcon D_Jewel Black_W3,"3,019",259,,"3,278",0,"3,019",,분리30호기,확인,14.2
C20251012-438,2026-01-13,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q3214-03.50GRA314.2,Alcon D_Allure Grey_W3C,"2,930",304,,"3,234",0,"2,930",,분리24호기,확인,14.2
C20260126-139,2026-01-27,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q3215-03.50HAZ314.2,Alcon D_Allure Hazel_W3C,"2,055",160,,"2,215",0,"2,055",,분리24호기,확인,14.2
